date,DGS3MO,DGS5,DGS10
9/5/13,0.02,1.85,2.98
9/6/13,0.02,1.77,2.94
9/9/13,0.02,1.71,2.9
9/10/13,0.02,1.78,2.96
9/11/13,0.02,1.72,2.93
9/12/13,0.01,1.72,2.92
9/13/13,0.01,1.71,2.9
9/16/13,0.02,1.65,2.88
9/17/13,0.01,1.62,2.86
9/18/13,0.01,1.43,2.69
9/19/13,0.01,1.49,2.76
9/20/13,0.01,1.5,2.75
9/23/13,0.02,1.48,2.72
9/24/13,0.02,1.44,2.67
9/25/13,0.02,1.41,2.63
9/26/13,0,1.43,2.66
9/27/13,0.02,1.4,2.64
9/30/13,0.02,1.39,2.64
10/1/13,0.02,1.42,2.66
10/2/13,0.02,1.38,2.63
10/3/13,0.03,1.36,2.62
10/4/13,0.03,1.41,2.66
10/7/13,0.03,1.41,2.65
10/8/13,0.05,1.43,2.66
10/9/13,0.05,1.43,2.68
10/10/13,0.05,1.44,2.71
10/11/13,0.08,1.42,2.7
10/15/13,0.14,1.45,2.75
10/16/13,0.1,1.41,2.69
10/17/13,0.05,1.35,2.61
10/18/13,0.04,1.35,2.6
10/21/13,0.04,1.38,2.63
10/22/13,0.04,1.3,2.54
10/23/13,0.04,1.3,2.51
10/24/13,0.03,1.32,2.53
10/25/13,0.04,1.3,2.53
10/28/13,0.04,1.31,2.54
10/29/13,0.04,1.29,2.53
10/30/13,0.04,1.3,2.55
10/31/13,0.04,1.31,2.57
11/1/13,0.04,1.37,2.65
11/4/13,0.05,1.36,2.63
11/5/13,0.05,1.39,2.69
11/6/13,0.05,1.34,2.67
11/7/13,0.05,1.31,2.63
11/8/13,0.06,1.42,2.77
11/12/13,0.08,1.47,2.8
11/13/13,0.08,1.41,2.75
11/14/13,0.08,1.34,2.69
11/15/13,0.08,1.36,2.71
11/18/13,0.09,1.33,2.67
11/19/13,0.08,1.37,2.71
11/20/13,0.08,1.39,2.8
11/21/13,0.07,1.38,2.79
11/22/13,0.07,1.37,2.75
11/25/13,0.08,1.37,2.74
11/26/13,0.07,1.34,2.71
11/27/13,0.07,1.36,2.74
11/29/13,0.06,1.37,2.75
12/2/13,0.05,1.43,2.81
12/3/13,0.06,1.4,2.79
12/4/13,0.06,1.45,2.84
12/5/13,0.06,1.49,2.88
12/6/13,0.06,1.51,2.88
12/9/13,0.07,1.5,2.86
12/10/13,0.07,1.46,2.81
12/11/13,0.07,1.5,2.86
12/12/13,0.07,1.55,2.89
12/13/13,0.07,1.55,2.88
12/16/13,0.07,1.55,2.89
12/17/13,0.07,1.52,2.85
12/18/13,0.07,1.55,2.89
12/19/13,0.06,1.63,2.94
12/20/13,0.07,1.66,2.89
12/23/13,0.07,1.68,2.94
12/24/13,0.07,1.73,2.99
12/26/13,0.07,1.74,3
12/27/13,0.07,1.74,3.02
12/30/13,0.07,1.71,2.99
12/31/13,0.07,1.75,3.04
1/2/14,0.07,1.72,3
1/3/14,0.07,1.73,3.01
1/6/14,0.05,1.7,2.98
1/7/14,0.04,1.69,2.96
1/8/14,0.05,1.77,3.01
1/9/14,0.04,1.75,2.97
1/10/14,0.05,1.64,2.88
1/13/14,0.03,1.6,2.84
1/14/14,0.04,1.65,2.88
1/15/14,0.04,1.68,2.9
1/16/14,0.04,1.66,2.86
1/17/14,0.05,1.64,2.84
1/21/14,0.04,1.67,2.85
1/22/14,0.04,1.72,2.87
1/23/14,0.04,1.62,2.79
1/24/14,0.04,1.58,2.75
1/27/14,0.05,1.61,2.78
1/28/14,0.05,1.59,2.77
1/29/14,0.04,1.52,2.69
1/30/14,0.02,1.55,2.72
1/31/14,0.02,1.49,2.67
2/3/14,0.05,1.44,2.61
2/4/14,0.06,1.46,2.64
2/5/14,0.07,1.5,2.7
2/6/14,0.07,1.52,2.73
2/7/14,0.08,1.47,2.71
2/10/14,0.07,1.48,2.7
2/11/14,0.05,1.54,2.75
2/12/14,0.05,1.59,2.8
2/13/14,0.03,1.51,2.73
2/14/14,0.02,1.53,2.75
2/18/14,0.05,1.5,2.71
2/19/14,0.06,1.53,2.73
2/20/14,0.05,1.57,2.76
2/21/14,0.05,1.56,2.73
2/24/14,0.05,1.57,2.75
2/25/14,0.05,1.53,2.7
2/26/14,0.05,1.5,2.67
2/27/14,0.04,1.49,2.65
2/28/14,0.05,1.51,2.66
3/3/14,0.05,1.46,2.6
3/4/14,0.05,1.54,2.7
3/5/14,0.06,1.54,2.7
3/6/14,0.05,1.57,2.74
3/7/14,0.06,1.65,2.8
3/10/14,0.05,1.64,2.79
3/11/14,0.05,1.62,2.77
3/12/14,0.05,1.59,2.73
3/13/14,0.05,1.53,2.66
3/14/14,0.05,1.55,2.65
3/17/14,0.06,1.58,2.7
3/18/14,0.05,1.56,2.68
3/19/14,0.06,1.75,2.78
3/20/14,0.06,1.73,2.79
3/21/14,0.06,1.73,2.75
3/24/14,0.06,1.76,2.74
3/25/14,0.05,1.76,2.75
3/26/14,0.05,1.7,2.71
3/27/14,0.04,1.7,2.69
3/28/14,0.04,1.74,2.73
3/31/14,0.05,1.73,2.73
4/1/14,0.04,1.74,2.77
4/2/14,0.02,1.8,2.82
4/3/14,0.02,1.79,2.8
4/4/14,0.03,1.71,2.74
4/7/14,0.03,1.68,2.71
4/8/14,0.03,1.67,2.69
4/9/14,0.04,1.65,2.71
4/10/14,0.04,1.59,2.65
4/11/14,0.04,1.58,2.63
4/14/14,0.04,1.61,2.65
4/15/14,0.04,1.63,2.64
4/16/14,0.04,1.67,2.65
4/17/14,0.03,1.75,2.73
4/21/14,0.04,1.74,2.73
4/22/14,0.03,1.76,2.73
4/23/14,0.02,1.73,2.7
4/24/14,0.01,1.74,2.7
4/25/14,0.03,1.72,2.68
4/28/14,0.03,1.73,2.7
4/29/14,0.02,1.74,2.71
4/30/14,0.03,1.69,2.67
5/1/14,0.03,1.66,2.63
5/2/14,0.02,1.67,2.6
5/5/14,0.03,1.68,2.63
5/6/14,0.03,1.68,2.61
5/7/14,0.03,1.65,2.62
5/8/14,0.03,1.63,2.61
5/9/14,0.03,1.63,2.62
5/12/14,0.03,1.67,2.66
5/13/14,0.03,1.62,2.61
5/14/14,0.03,1.57,2.54
5/15/14,0.03,1.55,2.5
5/16/14,0.03,1.56,2.52
5/19/14,0.03,1.56,2.54
5/20/14,0.03,1.53,2.52
5/21/14,0.04,1.55,2.54
5/22/14,0.03,1.57,2.56
5/23/14,0.04,1.55,2.54
5/27/14,0.04,1.56,2.52
5/28/14,0.04,1.5,2.44
5/29/14,0.04,1.52,2.45
5/30/14,0.04,1.54,2.48
6/2/14,0.04,1.6,2.54
6/3/14,0.04,1.65,2.6
6/4/14,0.04,1.65,2.61
6/5/14,0.04,1.63,2.59
6/6/14,0.04,1.66,2.6
6/9/14,0.04,1.69,2.62
6/10/14,0.04,1.71,2.64
6/11/14,0.04,1.7,2.65
6/12/14,0.04,1.66,2.58
6/13/14,0.04,1.7,2.6
6/16/14,0.04,1.71,2.61
6/17/14,0.04,1.77,2.66
6/18/14,0.03,1.71,2.61
6/19/14,0.02,1.71,2.64
6/20/14,0.02,1.71,2.63
6/23/14,0.03,1.72,2.63
6/24/14,0.03,1.7,2.59
6/25/14,0.03,1.68,2.57
6/26/14,0.04,1.64,2.53
6/27/14,0.03,1.64,2.54
6/30/14,0.04,1.62,2.53
7/1/14,0.02,1.66,2.58
7/2/14,0.02,1.71,2.64
7/3/14,0.01,1.74,2.65
7/7/14,0.04,1.74,2.63
7/8/14,0.03,1.7,2.58
7/9/14,0.03,1.68,2.57
7/10/14,0.02,1.66,2.55
7/11/14,0.02,1.65,2.53
7/14/14,0.03,1.68,2.55
7/15/14,0.02,1.7,2.56
7/16/14,0.02,1.71,2.55
7/17/14,0.02,1.65,2.47
7/18/14,0.02,1.69,2.5
7/21/14,0.03,1.7,2.49
7/22/14,0.03,1.68,2.48
7/23/14,0.03,1.67,2.48
7/24/14,0.03,1.72,2.52
7/25/14,0.03,1.69,2.48
7/28/14,0.04,1.73,2.5
7/29/14,0.02,1.7,2.47
7/30/14,0.04,1.77,2.57
7/31/14,0.03,1.76,2.58
8/1/14,0.03,1.67,2.52
8/4/14,0.04,1.66,2.51
8/5/14,0.03,1.66,2.49
8/6/14,0.03,1.66,2.49
8/7/14,0.03,1.6,2.43
8/8/14,0.03,1.62,2.44
8/11/14,0.04,1.62,2.44
8/12/14,0.03,1.63,2.46
8/13/14,0.04,1.59,2.43
8/14/14,0.04,1.58,2.4
8/15/14,0.03,1.55,2.34
8/18/14,0.03,1.58,2.39
8/19/14,0.03,1.59,2.4
8/20/14,0.04,1.65,2.43
8/21/14,0.02,1.64,2.41
8/22/14,0.03,1.68,2.4
8/25/14,0.04,1.69,2.39
8/26/14,0.03,1.68,2.39
8/27/14,0.04,1.65,2.37
8/28/14,0.03,1.63,2.34
8/29/14,0.03,1.63,2.35
9/2/14,0.03,1.69,2.42
9/3/14,0.03,1.69,2.41
9/4/14,0.03,1.71,2.45
9/5/14,0.03,1.69,2.46
9/8/14,0.02,1.72,2.48
9/9/14,0.02,1.76,2.5
9/10/14,0.02,1.79,2.54
9/11/14,0.02,1.79,2.54
9/12/14,0.02,1.83,2.62
9/15/14,0.02,1.8,2.6
9/16/14,0.02,1.78,2.6
9/17/14,0.02,1.82,2.62
9/18/14,0.02,1.85,2.63
9/19/14,0.02,1.83,2.59
9/22/14,0.01,1.8,2.57
9/23/14,0.01,1.78,2.54
9/24/14,0.02,1.82,2.57
9/25/14,0.01,1.75,2.52
9/26/14,0.01,1.8,2.54
9/29/14,0.02,1.77,2.5
9/30/14,0.02,1.78,2.52
10/1/14,0.02,1.69,2.42
10/2/14,0.01,1.7,2.44
10/3/14,0.01,1.73,2.45
10/6/14,0.02,1.7,2.43
10/7/14,0.02,1.64,2.36
10/8/14,0.01,1.57,2.35
10/9/14,0.01,1.58,2.34
10/10/14,0.01,1.55,2.31
10/14/14,0.02,1.45,2.21
10/15/14,0.02,1.37,2.15
10/16/14,0.03,1.39,2.17
10/17/14,0.02,1.44,2.22
10/20/14,0.02,1.41,2.2
10/21/14,0.02,1.44,2.23
10/22/14,0.02,1.46,2.25
10/23/14,0.01,1.52,2.29
10/24/14,0.01,1.52,2.29
10/27/14,0.02,1.51,2.27
10/28/14,0.02,1.53,2.3
10/29/14,0.03,1.61,2.34
10/30/14,0.01,1.58,2.32
10/31/14,0.01,1.62,2.35
11/3/14,0.02,1.63,2.36
11/4/14,0.03,1.63,2.35
11/5/14,0.03,1.63,2.36
11/6/14,0.03,1.67,2.39
11/7/14,0.03,1.6,2.32
11/10/14,0.02,1.65,2.38
11/12/14,0.02,1.65,2.37
11/13/14,0.02,1.64,2.35
11/14/14,0.02,1.62,2.32
11/17/14,0.03,1.64,2.34
11/18/14,0.02,1.63,2.32
11/19/14,0.01,1.66,2.36
11/20/14,0.02,1.64,2.34
11/21/14,0.01,1.63,2.31
11/24/14,0.02,1.62,2.3
11/25/14,0.02,1.58,2.27
11/26/14,0.02,1.56,2.24
11/28/14,0.02,1.49,2.18
12/1/14,0.03,1.52,2.22
12/2/14,0.03,1.59,2.28
12/3/14,0.01,1.61,2.29
12/4/14,0.02,1.59,2.25
12/5/14,0.02,1.69,2.31
12/8/14,0.03,1.67,2.26
12/9/14,0.04,1.63,2.22
12/10/14,0.03,1.58,2.18
12/11/14,0.03,1.62,2.19
12/12/14,0.02,1.53,2.1
12/15/14,0.04,1.58,2.12
12/16/14,0.03,1.53,2.07
12/17/14,0.03,1.61,2.14
12/18/14,0.04,1.68,2.22
12/19/14,0.04,1.66,2.17
12/22/14,0.05,1.67,2.17
12/23/14,0.03,1.76,2.26
12/24/14,0.01,1.76,2.27
12/26/14,0.01,1.75,2.25
12/29/14,0.03,1.72,2.22
12/30/14,0.03,1.68,2.2
12/31/14,0.04,1.65,2.17
1/2/15,0.02,1.61,2.12
1/5/15,0.03,1.57,2.04
1/6/15,0.03,1.5,1.97
1/7/15,0.03,1.47,1.96
1/8/15,0.03,1.5,2.03
1/9/15,0.02,1.45,1.98
1/12/15,0.03,1.39,1.92
1/13/15,0.03,1.37,1.91
1/14/15,0.04,1.33,1.86
1/15/15,0.03,1.22,1.77
1/16/15,0.03,1.29,1.83
1/20/15,0.03,1.31,1.82
1/21/15,0.03,1.35,1.87
1/22/15,0.03,1.39,1.9
1/23/15,0.02,1.33,1.81
1/26/15,0.03,1.36,1.83
1/27/15,0.02,1.34,1.83
1/28/15,0.02,1.25,1.73
1/29/15,0.03,1.28,1.77
1/30/15,0.02,1.18,1.68
2/2/15,0.02,1.19,1.68
2/3/15,0.02,1.28,1.79
2/4/15,0.01,1.29,1.81
2/5/15,0.02,1.3,1.83
2/6/15,0.02,1.48,1.95
2/9/15,0.01,1.49,1.96
2/10/15,0.01,1.52,2.01
2/11/15,0.01,1.53,2
2/12/15,0.02,1.5,1.99
2/13/15,0.01,1.53,2.02
2/17/15,0.02,1.62,2.14
2/18/15,0.02,1.52,2.07
2/19/15,0.02,1.58,2.11
2/20/15,0.02,1.61,2.13
2/23/15,0.02,1.56,2.06
2/24/15,0.02,1.47,1.99
2/25/15,0.02,1.47,1.96
2/26/15,0.03,1.54,2.03
2/27/15,0.02,1.5,2
3/2/15,0.02,1.57,2.08
3/3/15,0.02,1.61,2.12
3/4/15,0.01,1.6,2.12
3/5/15,0.02,1.57,2.11
3/6/15,0.01,1.7,2.24
3/9/15,0.02,1.66,2.2
3/10/15,0.02,1.62,2.14
3/11/15,0.03,1.6,2.11
3/12/15,0.03,1.59,2.1
3/13/15,0.03,1.6,2.13
3/16/15,0.05,1.57,2.1
3/17/15,0.05,1.56,2.06
3/18/15,0.03,1.41,1.93
3/19/15,0.03,1.48,1.98
3/20/15,0.01,1.42,1.93
3/23/15,0.03,1.41,1.92
3/24/15,0.02,1.37,1.88
3/25/15,0.04,1.41,1.93
3/26/15,0.03,1.47,2.01
3/27/15,0.04,1.42,1.95
3/30/15,0.04,1.41,1.96
3/31/15,0.03,1.37,1.94
4/1/15,0.03,1.32,1.87
4/2/15,0.02,1.35,1.92
4/3/15,0.02,1.26,1.85
4/6/15,0.03,1.31,1.92
4/7/15,0.02,1.32,1.89
4/8/15,0.03,1.35,1.92
4/9/15,0.03,1.4,1.97
4/10/15,0.02,1.41,1.96
4/13/15,0.03,1.38,1.94
4/14/15,0.02,1.34,1.9
4/15/15,0.02,1.33,1.91
4/16/15,0.02,1.31,1.9
4/17/15,0.01,1.31,1.87
4/20/15,0.03,1.33,1.9
4/21/15,0.03,1.35,1.92
4/22/15,0.03,1.41,1.99
4/23/15,0.03,1.37,1.96
4/24/15,0.03,1.34,1.93
4/27/15,0.02,1.36,1.94
4/28/15,0.02,1.39,2
4/29/15,0.01,1.43,2.06
4/30/15,0.01,1.43,2.05
5/1/15,0.01,1.5,2.12
5/4/15,0.02,1.51,2.16
5/5/15,0.01,1.54,2.19
5/6/15,0.02,1.58,2.25
5/7/15,0.01,1.55,2.18
5/8/15,0.01,1.5,2.16
5/11/15,0.02,1.59,2.28
5/12/15,0.03,1.58,2.28
5/13/15,0.02,1.57,2.27
5/14/15,0.01,1.51,2.23
5/15/15,0.02,1.46,2.14
5/18/15,0.02,1.54,2.23
5/19/15,0.02,1.6,2.27
5/20/15,0.02,1.57,2.26
5/21/15,0.02,1.53,2.19
5/22/15,0.02,1.57,2.21
5/26/15,0.02,1.54,2.14
5/27/15,0.01,1.53,2.14
5/28/15,0.01,1.51,2.13
5/29/15,0.01,1.49,2.12
6/1/15,0.02,1.55,2.19
6/2/15,0.01,1.61,2.27
6/3/15,0.02,1.69,2.38
6/4/15,0.02,1.65,2.31
6/5/15,0.03,1.75,2.41
6/8/15,0.02,1.72,2.39
6/9/15,0.02,1.74,2.42
6/10/15,0.02,1.8,2.5
6/11/15,0.01,1.74,2.39
6/12/15,0.02,1.75,2.39
6/15/15,0.02,1.71,2.36
6/16/15,0.01,1.68,2.32
6/17/15,0.01,1.63,2.32
6/18/15,0.01,1.65,2.35
6/19/15,0.01,1.59,2.26
6/22/15,0.01,1.68,2.37
6/23/15,0.01,1.71,2.42
6/24/15,0.01,1.69,2.38
6/25/15,0.01,1.7,2.4
6/26/15,0.01,1.75,2.49
6/29/15,0.02,1.62,2.33
6/30/15,0.01,1.63,2.35
7/1/15,0.01,1.7,2.43
7/2/15,0.01,1.64,2.4
7/6/15,0.02,1.56,2.3
7/7/15,0.02,1.55,2.27
7/8/15,0.02,1.5,2.22
7/9/15,0.03,1.58,2.32
7/10/15,0.01,1.68,2.42
7/13/15,0.02,1.71,2.44
7/14/15,0.01,1.67,2.41
7/15/15,0.02,1.63,2.36
7/16/15,0.02,1.66,2.36
7/17/15,0.03,1.67,2.34
7/20/15,0.04,1.72,2.38
7/21/15,0.03,1.69,2.35
7/22/15,0.04,1.69,2.33
7/23/15,0.03,1.65,2.28
7/24/15,0.04,1.64,2.27
7/27/15,0.05,1.58,2.23
7/28/15,0.05,1.61,2.26
7/29/15,0.06,1.62,2.29
7/30/15,0.07,1.62,2.28
7/31/15,0.08,1.54,2.2
8/3/15,0.08,1.52,2.16
8/4/15,0.08,1.6,2.23
8/5/15,0.08,1.65,2.28
8/6/15,0.04,1.62,2.23
8/7/15,0.06,1.59,2.18
8/10/15,0.12,1.62,2.24
8/11/15,0.1,1.53,2.15
8/12/15,0.1,1.52,2.14
8/13/15,0.1,1.58,2.19
8/14/15,0.09,1.61,2.2
8/17/15,0.1,1.58,2.16
8/18/15,0.07,1.6,2.2
8/19/15,0.05,1.5,2.12
8/20/15,0.02,1.5,2.09
8/21/15,0.03,1.44,2.05
8/24/15,0.06,1.39,2.01
8/25/15,0.07,1.48,2.12
8/26/15,0.06,1.49,2.18
8/27/15,0.06,1.49,2.18
8/28/15,0.06,1.52,2.19
8/31/15,0.08,1.54,2.21
9/1/15,0.03,1.49,2.17
9/2/15,0.03,1.52,2.2
9/3/15,0.02,1.49,2.18
9/4/15,0.02,1.47,2.13
9/8/15,0.06,1.53,2.2
9/9/15,0.03,1.53,2.21
9/10/15,0.02,1.55,2.23
9/11/15,0.04,1.52,2.2
9/14/15,0.07,1.51,2.18
9/15/15,0.07,1.61,2.28
9/16/15,0.06,1.62,2.3
9/17/15,0.01,1.5,2.21
9/18/15,0,1.45,2.13
9/21/15,0.01,1.51,2.2
9/22/15,0,1.44,2.14
9/23/15,0.01,1.47,2.16
9/24/15,0.01,1.44,2.13
9/25/15,0,1.48,2.17
9/28/15,0.01,1.42,2.1
9/29/15,0.01,1.37,2.05
9/30/15,0,1.37,2.06
10/1/15,0,1.37,2.05
10/2/15,0,1.29,1.99
10/5/15,0.01,1.35,2.07
10/6/15,0,1.34,2.05
10/7/15,0,1.37,2.08
10/8/15,0,1.4,2.12
10/9/15,0.01,1.41,2.12
10/13/15,0.01,1.36,2.06
10/14/15,0,1.29,1.99
10/15/15,0.01,1.34,2.04
10/16/15,0.01,1.36,2.04
10/19/15,0.02,1.35,2.04
10/20/15,0.02,1.4,2.08
10/21/15,0.01,1.37,2.04
10/22/15,0,1.36,2.04
10/23/15,0.01,1.43,2.09
10/26/15,0.02,1.41,2.07
10/27/15,0.03,1.38,2.05
10/28/15,0.04,1.47,2.1
10/29/15,0.07,1.53,2.19
10/30/15,0.08,1.52,2.16
11/2/15,0.08,1.57,2.2
11/3/15,0.06,1.59,2.23
11/4/15,0.05,1.64,2.25
11/5/15,0.05,1.65,2.26
11/6/15,0.08,1.73,2.34
11/9/15,0.14,1.75,2.36
11/10/15,0.13,1.72,2.32
11/12/15,0.14,1.73,2.32
11/13/15,0.14,1.67,2.28
11/16/15,0.15,1.66,2.27
11/17/15,0.14,1.66,2.25
11/18/15,0.12,1.69,2.27
11/19/15,0.11,1.68,2.24
11/20/15,0.12,1.7,2.26
11/23/15,0.14,1.7,2.25
11/24/15,0.16,1.66,2.24
11/25/15,0.19,1.66,2.23
11/27/15,0.18,1.64,2.22
11/30/15,0.22,1.65,2.21
12/1/15,0.21,1.59,2.15
12/2/15,0.21,1.63,2.18
12/3/15,0.21,1.74,2.33
12/4/15,0.23,1.71,2.28
12/7/15,0.29,1.67,2.23
12/8/15,0.27,1.68,2.24
12/9/15,0.26,1.64,2.22
12/10/15,0.24,1.68,2.24
12/11/15,0.23,1.56,2.13
12/14/15,0.26,1.66,2.23
12/15/15,0.25,1.71,2.28
12/16/15,0.27,1.75,2.3
12/17/15,0.23,1.73,2.24
12/18/15,0.19,1.67,2.19
12/21/15,0.24,1.67,2.2
12/22/15,0.21,1.71,2.24
12/23/15,0.2,1.74,2.27
12/24/15,0.2,1.73,2.25
12/28/15,0.23,1.73,2.24
12/29/15,0.23,1.81,2.32
12/30/15,0.21,1.8,2.31
12/31/15,0.16,1.76,2.27
1/4/16,0.22,1.73,2.24
1/5/16,0.2,1.73,2.25
1/6/16,0.21,1.65,2.18
1/7/16,0.2,1.61,2.16
1/8/16,0.2,1.57,2.13
1/11/16,0.21,1.58,2.17
1/12/16,0.21,1.55,2.12
1/13/16,0.22,1.51,2.08
1/14/16,0.25,1.52,2.1
1/15/16,0.24,1.46,2.03
1/19/16,0.26,1.49,2.06
1/20/16,0.26,1.44,2.01
1/21/16,0.28,1.44,2.02
1/22/16,0.31,1.49,2.07
1/25/16,0.31,1.47,2.03
1/26/16,0.31,1.45,2.01
1/27/16,0.32,1.43,2.02
1/28/16,0.35,1.4,2
1/29/16,0.33,1.33,1.94
2/1/16,0.35,1.38,1.97
2/2/16,0.34,1.28,1.87
2/3/16,0.33,1.27,1.88
2/4/16,0.29,1.25,1.87
2/5/16,0.3,1.25,1.86
2/8/16,0.32,1.16,1.75
2/9/16,0.3,1.15,1.74
2/10/16,0.31,1.15,1.71
2/11/16,0.28,1.11,1.63
2/12/16,0.3,1.2,1.74
2/16/16,0.3,1.23,1.78
2/17/16,0.3,1.26,1.81
2/18/16,0.3,1.21,1.75
2/19/16,0.31,1.24,1.76
2/22/16,0.33,1.25,1.77
2/23/16,0.32,1.23,1.74
2/24/16,0.33,1.21,1.75
2/25/16,0.32,1.16,1.71
2/26/16,0.33,1.23,1.76
2/29/16,0.33,1.22,1.74
3/1/16,0.33,1.31,1.83
3/2/16,0.36,1.34,1.84
3/3/16,0.28,1.33,1.83
3/4/16,0.29,1.38,1.88
3/7/16,0.32,1.42,1.91
3/8/16,0.29,1.34,1.83
3/9/16,0.3,1.39,1.9
3/10/16,0.32,1.45,1.93
3/11/16,0.33,1.49,1.98
3/14/16,0.34,1.49,1.97
3/15/16,0.34,1.5,1.97
3/16/16,0.31,1.41,1.94
3/17/16,0.29,1.39,1.91
3/18/16,0.3,1.34,1.88
3/21/16,0.31,1.38,1.92
3/22/16,0.3,1.42,1.94
3/23/16,0.3,1.37,1.88
3/24/16,0.3,1.39,1.91
3/28/16,0.29,1.37,1.89
3/29/16,0.23,1.29,1.81
3/30/16,0.2,1.26,1.83
3/31/16,0.21,1.21,1.78
4/1/16,0.23,1.24,1.79
4/4/16,0.23,1.22,1.78
4/5/16,0.23,1.17,1.73
4/6/16,0.23,1.2,1.76
4/7/16,0.23,1.14,1.7
4/8/16,0.23,1.16,1.72
4/11/16,0.23,1.16,1.73
4/12/16,0.22,1.22,1.79
4/13/16,0.23,1.22,1.77
4/14/16,0.22,1.26,1.8
4/15/16,0.22,1.22,1.76
4/18/16,0.22,1.24,1.78
4/19/16,0.21,1.26,1.79
4/20/16,0.23,1.32,1.85
4/21/16,0.23,1.35,1.88
4/22/16,0.23,1.37,1.89
4/25/16,0.25,1.38,1.91
4/26/16,0.24,1.4,1.94
4/27/16,0.24,1.33,1.87
4/28/16,0.22,1.28,1.84
4/29/16,0.22,1.28,1.83
5/2/16,0.22,1.32,1.88
5/3/16,0.21,1.25,1.81
5/4/16,0.19,1.23,1.79
5/5/16,0.2,1.2,1.76
5/6/16,0.19,1.23,1.79
5/9/16,0.24,1.2,1.77
5/10/16,0.24,1.2,1.77
5/11/16,0.26,1.2,1.73
5/12/16,0.27,1.24,1.75
5/13/16,0.29,1.22,1.71
5/16/16,0.28,1.26,1.75
5/17/16,0.28,1.29,1.76
5/18/16,0.3,1.41,1.87
5/19/16,0.31,1.38,1.85
5/20/16,0.33,1.38,1.85
5/23/16,0.35,1.38,1.84
5/24/16,0.35,1.41,1.86
5/25/16,0.33,1.4,1.87
5/26/16,0.31,1.35,1.83
5/27/16,0.32,1.39,1.85
5/31/16,0.34,1.37,1.84
6/1/16,0.3,1.39,1.85
6/2/16,0.29,1.36,1.81
6/3/16,0.3,1.23,1.71
6/6/16,0.28,1.25,1.73
6/7/16,0.28,1.23,1.72
6/8/16,0.24,1.23,1.71
6/9/16,0.26,1.22,1.68
6/10/16,0.26,1.17,1.64
6/13/16,0.27,1.14,1.62
6/14/16,0.27,1.15,1.62
6/15/16,0.26,1.1,1.6
6/16/16,0.27,1.1,1.57
6/17/16,0.27,1.13,1.62
6/20/16,0.28,1.17,1.67
6/21/16,0.27,1.22,1.71
6/22/16,0.27,1.2,1.69
6/23/16,0.31,1.25,1.74
6/24/16,0.27,1.08,1.57
6/27/16,0.27,1,1.46
6/28/16,0.26,1,1.46
6/29/16,0.26,1.03,1.5
6/30/16,0.26,1.01,1.49
7/1/16,0.28,1,1.46
7/5/16,0.28,0.94,1.37
7/6/16,0.27,0.95,1.38
7/7/16,0.29,0.97,1.4
7/8/16,0.28,0.95,1.37
7/11/16,0.31,1.03,1.43
7/12/16,0.29,1.1,1.53
7/13/16,0.31,1.07,1.48
7/14/16,0.32,1.1,1.53
7/15/16,0.32,1.15,1.6
7/18/16,0.32,1.14,1.59
7/19/16,0.31,1.12,1.56
7/20/16,0.32,1.15,1.59
7/21/16,0.32,1.11,1.57
7/22/16,0.33,1.13,1.57
7/25/16,0.32,1.15,1.58
7/26/16,0.31,1.15,1.57
7/27/16,0.31,1.1,1.52
7/28/16,0.25,1.09,1.52
7/29/16,0.28,1.03,1.46
8/1/16,0.29,1.06,1.51
8/2/16,0.29,1.07,1.55
8/3/16,0.28,1.07,1.55
8/4/16,0.26,1.03,1.51
8/5/16,0.28,1.13,1.59
8/8/16,0.31,1.15,1.59
8/9/16,0.29,1.11,1.55
8/10/16,0.28,1.07,1.5
8/11/16,0.28,1.16,1.57
8/12/16,0.29,1.1,1.51
8/15/16,0.31,1.14,1.55
8/16/16,0.27,1.16,1.57
8/17/16,0.3,1.15,1.56
8/18/16,0.3,1.12,1.53
8/19/16,0.3,1.17,1.58
8/22/16,0.29,1.15,1.55
8/23/16,0.3,1.15,1.55
8/24/16,0.31,1.13,1.56
8/25/16,0.33,1.16,1.58
8/26/16,0.34,1.23,1.62
8/29/16,0.33,1.18,1.57
8/30/16,0.33,1.18,1.57
8/31/16,0.33,1.19,1.58
9/1/16,0.33,1.18,1.57
9/2/16,0.33,1.2,1.6
9/6/16,0.32,1.13,1.55
9/7/16,0.34,1.12,1.54
9/8/16,0.35,1.19,1.61
9/9/16,0.35,1.23,1.67
9/12/16,0.37,1.21,1.68
9/13/16,0.36,1.26,1.73
9/14/16,0.33,1.21,1.7
9/15/16,0.29,1.2,1.71
9/16/16,0.3,1.21,1.7
9/19/16,0.3,1.22,1.7
9/20/16,0.3,1.2,1.69
9/21/16,0.22,1.2,1.66
9/22/16,0.18,1.18,1.63
9/23/16,0.18,1.16,1.62
9/26/16,0.25,1.13,1.59
9/27/16,0.26,1.12,1.56
9/28/16,0.27,1.13,1.57
9/29/16,0.26,1.12,1.56
9/30/16,0.29,1.14,1.6
10/3/16,0.32,1.18,1.63
10/4/16,0.33,1.22,1.69
10/5/16,0.32,1.26,1.72
10/6/16,0.33,1.28,1.75
10/7/16,0.33,1.26,1.73
10/11/16,0.35,1.3,1.77
10/12/16,0.37,1.31,1.79
10/13/16,0.3,1.27,1.75
10/14/16,0.32,1.28,1.8
