date,DGS3MO,DGS5,DGS10
10/17/16,0.34,1.26,1.77
10/18/16,0.34,1.24,1.75
10/19/16,0.35,1.24,1.76
10/20/16,0.35,1.26,1.76
10/21/16,0.34,1.25,1.74
10/24/16,0.33,1.27,1.77
10/25/16,0.34,1.29,1.77
10/26/16,0.33,1.3,1.79
10/27/16,0.3,1.33,1.85
10/28/16,0.3,1.33,1.86
10/31/16,0.34,1.31,1.84
11/1/16,0.35,1.3,1.83
11/2/16,0.37,1.26,1.81
11/3/16,0.38,1.26,1.82
11/4/16,0.38,1.24,1.79
11/7/16,0.41,1.29,1.83
11/8/16,0.43,1.34,1.88
11/9/16,0.45,1.49,2.07
11/10/16,0.48,1.56,2.15
11/14/16,0.55,1.66,2.23
11/15/16,0.51,1.68,2.23
11/16/16,0.47,1.68,2.22
11/17/16,0.44,1.73,2.29
11/18/16,0.44,1.8,2.34
11/21/16,0.46,1.79,2.33
11/22/16,0.49,1.77,2.31
11/23/16,0.51,1.83,2.36
11/25/16,0.49,1.83,2.36
11/28/16,0.48,1.8,2.32
11/29/16,0.48,1.78,2.3
11/30/16,0.48,1.83,2.37
12/1/16,0.48,1.9,2.45
12/2/16,0.49,1.84,2.4
12/5/16,0.49,1.84,2.39
12/6/16,0.49,1.84,2.39
12/7/16,0.52,1.8,2.34
12/8/16,0.51,1.83,2.4
12/9/16,0.54,1.89,2.47
12/12/16,0.51,1.9,2.49
12/13/16,0.54,1.92,2.48
12/14/16,0.55,2.02,2.54
12/15/16,0.51,2.1,2.6
12/16/16,0.51,2.07,2.6
12/19/16,0.52,2.03,2.54
12/20/16,0.52,2.06,2.57
12/21/16,0.52,2.04,2.55
12/22/16,0.51,2.04,2.55
12/23/16,0.52,2.04,2.55
12/27/16,0.51,2.07,2.57
12/28/16,0.53,2.02,2.51
12/29/16,0.47,1.96,2.49
12/30/16,0.51,1.93,2.45
1/3/17,0.53,1.94,2.45
1/4/17,0.53,1.94,2.46
1/5/17,0.52,1.86,2.37
1/6/17,0.53,1.92,2.42
1/9/17,0.5,1.89,2.38
1/10/17,0.52,1.89,2.38
1/11/17,0.52,1.89,2.38
1/12/17,0.52,1.87,2.36
1/13/17,0.53,1.9,2.4
1/17/17,0.55,1.84,2.33
1/18/17,0.53,1.93,2.42
1/19/17,0.52,1.97,2.47
1/20/17,0.5,1.95,2.48
1/23/17,0.51,1.88,2.41
1/24/17,0.51,1.94,2.47
1/25/17,0.5,1.99,2.53
1/26/17,0.51,1.95,2.51
1/27/17,0.52,1.94,2.49
1/30/17,0.51,1.94,2.49
1/31/17,0.52,1.9,2.45
2/1/17,0.51,1.93,2.48
2/2/17,0.52,1.92,2.48
2/3/17,0.51,1.93,2.49
2/6/17,0.53,1.86,2.42
2/7/17,0.53,1.85,2.4
2/8/17,0.54,1.81,2.34
2/9/17,0.54,1.88,2.4
2/10/17,0.55,1.89,2.41
2/13/17,0.52,1.92,2.43
2/14/17,0.54,1.98,2.47
2/15/17,0.54,2.01,2.51
2/16/17,0.53,1.95,2.45
2/17/17,0.53,1.92,2.42
2/21/17,0.53,1.93,2.43
2/22/17,0.52,1.92,2.42
2/23/17,0.51,1.87,2.38
2/24/17,0.52,1.8,2.31
2/27/17,0.5,1.87,2.36
2/28/17,0.53,1.89,2.36
3/1/17,0.63,1.99,2.46
3/2/17,0.67,2.03,2.49
3/3/17,0.71,2.02,2.49
3/6/17,0.74,2.02,2.49
3/7/17,0.76,2.05,2.52
3/8/17,0.73,2.08,2.57
3/9/17,0.73,2.13,2.6
3/10/17,0.75,2.11,2.58
3/13/17,0.79,2.14,2.62
3/14/17,0.78,2.13,2.6
3/15/17,0.73,2.02,2.51
3/16/17,0.73,2.05,2.53
3/17/17,0.73,2.03,2.5
3/20/17,0.76,2,2.47
3/21/17,0.77,1.96,2.43
3/22/17,0.77,1.95,2.4
3/23/17,0.76,1.95,2.41
3/24/17,0.78,1.93,2.4
3/27/17,0.78,1.93,2.38
3/28/17,0.78,1.97,2.42
3/29/17,0.78,1.93,2.39
3/30/17,0.78,1.96,2.42
3/31/17,0.76,1.93,2.4
4/3/17,0.79,1.88,2.35
4/4/17,0.79,1.88,2.36
4/5/17,0.8,1.85,2.34
4/6/17,0.79,1.87,2.34
4/7/17,0.82,1.92,2.38
4/10/17,0.82,1.91,2.37
4/11/17,0.82,1.84,2.32
4/12/17,0.81,1.81,2.28
4/13/17,0.81,1.77,2.24
4/17/17,0.83,1.79,2.26
4/18/17,0.82,1.71,2.18
4/19/17,0.81,1.74,2.21
4/20/17,0.79,1.78,2.24
4/21/17,0.79,1.77,2.24
4/24/17,0.81,1.81,2.28
4/25/17,0.82,1.87,2.35
4/26/17,0.83,1.84,2.32
4/27/17,0.81,1.81,2.3
4/28/17,0.8,1.81,2.29
5/1/17,0.83,1.84,2.33
5/2/17,0.82,1.81,2.29
5/3/17,0.85,1.86,2.33
5/4/17,0.86,1.88,2.36
5/5/17,0.9,1.89,2.36
5/8/17,0.91,1.91,2.39
5/9/17,0.91,1.94,2.42
5/10/17,0.9,1.94,2.41
5/11/17,0.89,1.93,2.39
5/12/17,0.88,1.85,2.33
5/15/17,0.9,1.86,2.34
5/16/17,0.9,1.86,2.33
5/17/17,0.9,1.76,2.22
5/18/17,0.93,1.78,2.23
5/19/17,0.92,1.79,2.23
5/22/17,0.93,1.8,2.25
5/23/17,0.92,1.84,2.29
5/24/17,0.93,1.79,2.26
5/25/17,0.94,1.78,2.25
5/26/17,0.94,1.79,2.25
5/30/17,0.93,1.76,2.21
5/31/17,0.98,1.75,2.21
6/1/17,0.98,1.76,2.21
6/2/17,0.98,1.71,2.15
6/5/17,0.96,1.74,2.18
6/6/17,0.97,1.71,2.14
6/7/17,1,1.74,2.18
6/8/17,1.01,1.75,2.19
6/9/17,1.01,1.77,2.21
6/12/17,0.98,1.78,2.21
6/13/17,1,1.79,2.21
6/14/17,1.01,1.74,2.15
6/15/17,1.02,1.76,2.16
6/16/17,1.03,1.75,2.16
6/19/17,1.02,1.8,2.19
6/20/17,1.01,1.77,2.16
6/21/17,0.99,1.78,2.16
6/22/17,0.96,1.76,2.15
6/23/17,0.97,1.77,2.15
6/26/17,0.99,1.77,2.14
6/27/17,1,1.83,2.21
6/28/17,1.02,1.81,2.22
6/29/17,1.04,1.85,2.27
6/30/17,1.03,1.89,2.31
7/3/17,1.06,1.93,2.35
7/5/17,1.05,1.92,2.33
7/6/17,1.04,1.94,2.37
7/7/17,1.05,1.95,2.39
7/10/17,1.04,1.93,2.38
7/11/17,1.05,1.92,2.37
7/12/17,1.05,1.88,2.33
7/13/17,1.05,1.89,2.35
7/14/17,1.04,1.87,2.33
7/17/17,1.07,1.86,2.31
7/18/17,1.07,1.82,2.27
7/19/17,1.11,1.83,2.27
7/20/17,1.15,1.82,2.27
7/21/17,1.16,1.81,2.24
7/24/17,1.17,1.83,2.26
7/25/17,1.18,1.9,2.33
7/26/17,1.13,1.83,2.29
7/27/17,1.11,1.84,2.32
7/28/17,1.08,1.83,2.3
7/31/17,1.07,1.84,2.3
8/1/17,1.08,1.8,2.26
8/2/17,1.08,1.82,2.27
8/3/17,1.08,1.79,2.24
8/4/17,1.08,1.82,2.27
8/7/17,1.02,1.81,2.26
8/8/17,1.06,1.84,2.29
8/9/17,1.06,1.81,2.24
8/10/17,1.05,1.78,2.2
8/11/17,1.03,1.74,2.19
8/14/17,1.02,1.77,2.22
8/15/17,1.04,1.83,2.27
8/16/17,1.02,1.79,2.23
8/17/17,1,1.76,2.19
8/18/17,1.02,1.77,2.19
8/21/17,1,1.76,2.18
8/22/17,1,1.8,2.22
8/23/17,1,1.76,2.17
8/24/17,1.02,1.78,2.19
8/25/17,1.03,1.77,2.17
8/28/17,0.98,1.74,2.16
8/29/17,1.03,1.7,2.13
8/30/17,1.03,1.72,2.15
8/31/17,1.01,1.7,2.12
9/1/17,1.02,1.73,2.16
9/5/17,1.03,1.65,2.07
9/6/17,1.07,1.69,2.1
9/7/17,1.05,1.63,2.05
9/8/17,1.04,1.64,2.06
9/11/17,1.05,1.71,2.14
9/12/17,1.03,1.75,2.17
9/13/17,1.04,1.78,2.2
9/14/17,1.05,1.79,2.2
9/15/17,1.05,1.81,2.2
9/18/17,1.05,1.83,2.23
9/19/17,1.04,1.84,2.24
9/20/17,1.04,1.89,2.28
9/21/17,1.04,1.89,2.27
9/22/17,1.03,1.88,2.26
9/25/17,1.05,1.85,2.22
9/26/17,1.06,1.87,2.24
9/27/17,1.07,1.91,2.31
9/28/17,1.06,1.89,2.31
9/29/17,1.06,1.92,2.33
10/2/17,1.01,1.94,2.34
10/3/17,1.07,1.92,2.33
10/4/17,1.08,1.92,2.33
10/5/17,1.07,1.94,2.35
10/6/17,1.07,1.97,2.37
10/10/17,1.08,1.95,2.35
10/11/17,1.1,1.95,2.35
10/12/17,1.09,1.95,2.33
10/13/17,1.09,1.91,2.28
10/16/17,1.1,1.95,2.3
10/17/17,1.09,1.97,2.3
10/18/17,1.09,1.99,2.34
10/19/17,1.1,1.98,2.33
10/20/17,1.11,2.03,2.39
10/23/17,1.09,2.01,2.38
10/24/17,1.12,2.05,2.42
10/25/17,1.12,2.06,2.44
10/26/17,1.11,2.07,2.46
10/27/17,1.1,2.03,2.42
10/30/17,1.12,2,2.37
10/31/17,1.15,2.01,2.38
11/1/17,1.18,2.01,2.37
11/2/17,1.17,2,2.35
11/3/17,1.18,1.99,2.34
11/6/17,1.19,1.99,2.32
11/7/17,1.22,1.99,2.32
11/8/17,1.23,2.01,2.32
11/9/17,1.24,2.01,2.33
11/10/17,1.23,2.06,2.4
11/13/17,1.24,2.08,2.4
11/14/17,1.26,2.06,2.38
11/15/17,1.25,2.04,2.33
11/16/17,1.27,2.07,2.37
11/17/17,1.29,2.06,2.35
11/20/17,1.3,2.09,2.37
11/21/17,1.3,2.11,2.36
11/22/17,1.29,2.05,2.32
11/24/17,1.29,2.07,2.34
11/27/17,1.27,2.06,2.32
11/28/17,1.3,2.07,2.34
11/29/17,1.29,2.09,2.37
11/30/17,1.27,2.14,2.42
12/1/17,1.27,2.13,2.37
12/4/17,1.29,2.15,2.37
12/5/17,1.3,2.15,2.36
12/6/17,1.3,2.11,2.33
12/7/17,1.29,2.14,2.37
12/8/17,1.28,2.14,2.38
12/11/17,1.33,2.16,2.39
12/12/17,1.34,2.18,2.4
12/13/17,1.3,2.12,2.36
12/14/17,1.32,2.14,2.35
12/15/17,1.31,2.16,2.35
12/18/17,1.38,2.17,2.39
12/19/17,1.37,2.23,2.46
12/20/17,1.38,2.24,2.49
12/21/17,1.35,2.26,2.48
12/22/17,1.33,2.26,2.48
12/26/17,1.47,2.25,2.47
12/27/17,1.44,2.22,2.42
12/28/17,1.39,2.23,2.43
12/29/17,1.39,2.2,2.4
1/2/18,1.44,2.25,2.46
1/3/18,1.41,2.25,2.44
1/4/18,1.41,2.27,2.46
1/5/18,1.39,2.29,2.47
1/8/18,1.45,2.29,2.49
1/9/18,1.44,2.33,2.55
1/10/18,1.42,2.32,2.55
1/11/18,1.43,2.32,2.54
1/12/18,1.43,2.35,2.55
1/16/18,1.45,2.36,2.54
1/17/18,1.44,2.39,2.57
1/18/18,1.45,2.43,2.62
1/19/18,1.44,2.45,2.64
1/22/18,1.44,2.46,2.66
1/23/18,1.44,2.43,2.63
1/24/18,1.43,2.43,2.65
1/25/18,1.42,2.41,2.63
1/26/18,1.41,2.47,2.66
1/29/18,1.44,2.49,2.7
1/30/18,1.44,2.51,2.73
1/31/18,1.46,2.52,2.72
2/1/18,1.48,2.56,2.78
2/2/18,1.48,2.58,2.84
2/5/18,1.51,2.5,2.77
2/6/18,1.52,2.52,2.79
2/7/18,1.55,2.57,2.84
2/8/18,1.55,2.57,2.85
2/9/18,1.55,2.52,2.83
2/12/18,1.62,2.56,2.86
2/13/18,1.59,2.54,2.83
2/14/18,1.58,2.65,2.91
2/15/18,1.58,2.65,2.9
2/16/18,1.62,2.63,2.87
2/20/18,1.66,2.65,2.88
2/21/18,1.64,2.69,2.94
2/22/18,1.63,2.66,2.92
2/23/18,1.64,2.62,2.88
2/26/18,1.66,2.6,2.86
2/27/18,1.66,2.67,2.9
2/28/18,1.65,2.65,2.87
3/1/18,1.63,2.58,2.81
3/2/18,1.65,2.63,2.86
3/5/18,1.7,2.65,2.88
3/6/18,1.68,2.65,2.88
3/7/18,1.68,2.65,2.89
3/8/18,1.67,2.63,2.86
3/9/18,1.67,2.65,2.9
3/12/18,1.71,2.64,2.87
3/13/18,1.73,2.62,2.84
3/14/18,1.76,2.61,2.81
3/15/18,1.77,2.62,2.82
3/16/18,1.78,2.65,2.85
3/19/18,1.8,2.65,2.85
3/20/18,1.81,2.69,2.89
3/21/18,1.74,2.69,2.89
3/22/18,1.72,2.63,2.83
3/23/18,1.74,2.61,2.82
3/26/18,1.79,2.64,2.85
3/27/18,1.77,2.58,2.78
3/28/18,1.73,2.59,2.77
3/29/18,1.73,2.56,2.74
4/2/18,1.77,2.55,2.73
4/3/18,1.75,2.6,2.79
4/4/18,1.71,2.61,2.79
4/5/18,1.72,2.64,2.83
4/6/18,1.73,2.58,2.77
4/9/18,1.76,2.6,2.78
4/10/18,1.74,2.62,2.8
4/11/18,1.73,2.62,2.79
4/12/18,1.75,2.67,2.83
4/13/18,1.76,2.67,2.82
4/16/18,1.79,2.69,2.83
4/17/18,1.8,2.68,2.82
4/18/18,1.81,2.73,2.87
4/19/18,1.82,2.77,2.92
4/20/18,1.81,2.8,2.96
4/23/18,1.87,2.83,2.98
4/24/18,1.87,2.83,3
4/25/18,1.85,2.84,3.03
4/26/18,1.82,2.82,3
4/27/18,1.82,2.8,2.96
4/30/18,1.87,2.79,2.95
5/1/18,1.85,2.82,2.97
5/2/18,1.84,2.8,2.97
5/3/18,1.84,2.78,2.94
5/4/18,1.84,2.78,2.95
5/7/18,1.86,2.78,2.95
5/8/18,1.87,2.81,2.97
5/9/18,1.88,2.84,3
5/10/18,1.9,2.83,2.97
5/11/18,1.92,2.84,2.97
5/14/18,1.93,2.85,3
5/15/18,1.92,2.92,3.08
5/16/18,1.92,2.94,3.09
5/17/18,1.92,2.94,3.11
5/18/18,1.91,2.9,3.06
5/21/18,1.93,2.9,3.06
5/22/18,1.93,2.9,3.06
5/23/18,1.92,2.83,3.01
5/24/18,1.91,2.82,2.98
5/25/18,1.9,2.76,2.93
5/29/18,1.93,2.58,2.77
5/30/18,1.94,2.67,2.84
5/31/18,1.93,2.68,2.83
6/1/18,1.92,2.74,2.89
6/4/18,1.94,2.78,2.94
6/5/18,1.94,2.76,2.92
6/6/18,1.95,2.81,2.97
6/7/18,1.94,2.77,2.93
6/8/18,1.93,2.77,2.93
6/11/18,1.94,2.8,2.96
6/12/18,1.92,2.81,2.96
6/13/18,1.94,2.85,2.98
6/14/18,1.94,2.81,2.94
6/15/18,1.94,2.81,2.93
6/18/18,1.94,2.8,2.92
6/19/18,1.94,2.77,2.89
6/20/18,1.94,2.8,2.93
6/21/18,1.94,2.77,2.9
6/22/18,1.93,2.77,2.9
6/25/18,1.93,2.75,2.87
6/26/18,1.93,2.75,2.88
6/27/18,1.93,2.71,2.83
6/28/18,1.93,2.73,2.84
6/29/18,1.93,2.73,2.85
7/2/18,1.98,2.75,2.87
7/3/18,1.98,2.72,2.83
7/5/18,1.96,2.74,2.84
7/6/18,1.97,2.71,2.82
7/9/18,1.98,2.75,2.86
7/10/18,1.99,2.77,2.87
7/11/18,1.97,2.74,2.85
7/12/18,1.98,2.75,2.85
7/13/18,1.98,2.73,2.83
7/16/18,2.01,2.75,2.85
7/17/18,2.02,2.76,2.86
7/18/18,2,2.77,2.88
7/19/18,2,2.74,2.84
7/20/18,1.99,2.77,2.89
7/23/18,1.99,2.83,2.96
7/24/18,2.02,2.83,2.95
7/25/18,2.01,2.82,2.94
7/26/18,1.99,2.86,2.98
7/27/18,2,2.84,2.96
7/30/18,2.04,2.85,2.98
7/31/18,2.03,2.85,2.96
8/1/18,2.03,2.87,3
8/2/18,2.02,2.85,2.98
8/3/18,2.01,2.82,2.95
8/6/18,2.05,2.8,2.94
8/7/18,2.06,2.84,2.98
8/8/18,2.06,2.83,2.96
8/9/18,2.06,2.8,2.93
8/10/18,2.05,2.75,2.87
8/13/18,2.06,2.75,2.88
8/14/18,2.08,2.77,2.89
8/15/18,2.07,2.73,2.86
8/16/18,2.07,2.75,2.87
8/17/18,2.05,2.75,2.87
8/20/18,2.06,2.7,2.82
8/21/18,2.08,2.73,2.85
8/22/18,2.09,2.7,2.82
8/23/18,2.08,2.72,2.82
8/24/18,2.09,2.72,2.82
8/27/18,2.12,2.74,2.85
8/28/18,2.13,2.77,2.88
8/29/18,2.13,2.78,2.89
8/30/18,2.11,2.75,2.86
8/31/18,2.11,2.74,2.86
9/4/18,2.13,2.78,2.9
9/5/18,2.14,2.77,2.9
9/6/18,2.13,2.76,2.88
9/7/18,2.14,2.82,2.94
9/10/18,2.14,2.83,2.94
9/11/18,2.15,2.87,2.98
9/12/18,2.16,2.87,2.97
9/13/18,2.15,2.87,2.97
9/14/18,2.16,2.9,2.99
9/17/18,2.16,2.89,2.99
9/18/18,2.17,2.94,3.05
9/19/18,2.16,2.96,3.08
9/20/18,2.17,2.96,3.07
9/21/18,2.18,2.95,3.07
9/24/18,2.22,2.96,3.08
9/25/18,2.21,2.99,3.1
9/26/18,2.2,2.96,3.06
9/27/18,2.18,2.96,3.06
9/28/18,2.19,2.94,3.05
10/1/18,2.23,2.96,3.09
10/2/18,2.23,2.94,3.05
10/3/18,2.23,3.02,3.15
10/4/18,2.22,3.05,3.19
10/5/18,2.23,3.07,3.23
10/9/18,2.25,3.05,3.21
10/10/18,2.27,3.05,3.22
10/11/18,2.27,3,3.14
10/12/18,2.28,3,3.15
10/15/18,2.31,3.01,3.16
10/16/18,2.3,3.02,3.16
10/17/18,2.31,3.04,3.19
10/18/18,2.32,3.03,3.17
10/19/18,2.31,3.05,3.2
10/22/18,2.34,3.05,3.2
10/23/18,2.33,3.01,3.17
10/24/18,2.34,2.94,3.1
10/25/18,2.34,2.98,3.14
10/26/18,2.33,2.91,3.08
10/29/18,2.34,2.91,3.08
10/30/18,2.33,2.94,3.12
10/31/18,2.34,2.98,3.15
11/1/18,2.32,2.96,3.14
11/2/18,2.33,3.04,3.22
11/5/18,2.36,3.03,3.2
11/6/18,2.35,3.05,3.22
11/7/18,2.37,3.07,3.22
11/8/18,2.35,3.09,3.24
11/9/18,2.36,3.05,3.19
11/13/18,2.38,2.99,3.14
11/14/18,2.38,2.95,3.12
11/15/18,2.37,2.94,3.11
11/16/18,2.36,2.9,3.08
11/19/18,2.38,2.87,3.06
11/20/18,2.39,2.88,3.06
11/21/18,2.41,2.89,3.06
11/23/18,2.41,2.88,3.05
11/26/18,2.41,2.9,3.07
11/27/18,2.41,2.89,3.06
11/28/18,2.4,2.87,3.06
11/29/18,2.37,2.85,3.03
11/30/18,2.37,2.84,3.01
12/3/18,2.38,2.83,2.98
12/4/18,2.42,2.79,2.91
12/6/18,2.41,2.75,2.87
12/7/18,2.4,2.7,2.85
12/10/18,2.41,2.71,2.85
12/11/18,2.41,2.75,2.89
12/12/18,2.43,2.77,2.91
12/13/18,2.43,2.75,2.91
12/14/18,2.42,2.73,2.89
12/17/18,2.4,2.69,2.86
12/18/18,2.39,2.65,2.82
12/19/18,2.4,2.62,2.77
12/20/18,2.39,2.65,2.79
12/21/18,2.39,2.64,2.79
12/24/18,2.45,2.58,2.74
12/26/18,2.44,2.67,2.81
12/27/18,2.41,2.6,2.77
12/28/18,2.4,2.56,2.72
12/31/18,2.45,2.51,2.69
1/2/19,2.42,2.49,2.66
1/3/19,2.41,2.37,2.56
1/4/19,2.42,2.49,2.67
1/7/19,2.45,2.53,2.7
1/8/19,2.46,2.58,2.73
1/9/19,2.45,2.57,2.74
1/10/19,2.43,2.56,2.74
1/11/19,2.43,2.52,2.71
1/14/19,2.45,2.53,2.71
1/15/19,2.45,2.53,2.72
1/16/19,2.43,2.54,2.73
1/17/19,2.42,2.58,2.75
1/18/19,2.41,2.62,2.79
1/22/19,2.43,2.57,2.74
1/23/19,2.41,2.59,2.76
1/24/19,2.37,2.55,2.72
1/25/19,2.39,2.59,2.76
1/28/19,2.42,2.58,2.75
1/29/19,2.42,2.55,2.72
1/30/19,2.42,2.49,2.7
1/31/19,2.41,2.43,2.63
2/1/19,2.4,2.51,2.7
2/4/19,2.42,2.53,2.73
2/5/19,2.42,2.51,2.71
2/6/19,2.42,2.5,2.7
2/7/19,2.42,2.46,2.65
2/8/19,2.43,2.44,2.63
2/11/19,2.45,2.47,2.65
2/12/19,2.43,2.49,2.68
2/13/19,2.44,2.53,2.71
2/14/19,2.43,2.48,2.66
2/15/19,2.43,2.49,2.66
2/19/19,2.45,2.47,2.65
2/20/19,2.45,2.47,2.65
2/21/19,2.45,2.51,2.69
2/22/19,2.46,2.47,2.65
2/25/19,2.47,2.48,2.67
2/26/19,2.45,2.45,2.64
2/27/19,2.45,2.49,2.69
2/28/19,2.45,2.52,2.73
3/1/19,2.44,2.56,2.76
3/4/19,2.46,2.53,2.72
3/5/19,2.46,2.53,2.72
3/6/19,2.47,2.49,2.69
3/7/19,2.45,2.44,2.64
3/8/19,2.46,2.42,2.62
3/11/19,2.46,2.44,2.64
3/12/19,2.46,2.41,2.61
3/13/19,2.45,2.42,2.61
3/14/19,2.45,2.43,2.63
3/15/19,2.45,2.4,2.59
3/18/19,2.44,2.42,2.6
3/19/19,2.46,2.42,2.61
3/20/19,2.48,2.34,2.54
3/21/19,2.49,2.34,2.54
3/22/19,2.46,2.24,2.44
3/25/19,2.46,2.21,2.43
3/26/19,2.46,2.18,2.41
3/27/19,2.44,2.18,2.39
3/28/19,2.43,2.2,2.39
3/29/19,2.4,2.23,2.41
4/1/19,2.43,2.31,2.49
4/2/19,2.42,2.28,2.48
4/3/19,2.44,2.32,2.52
4/4/19,2.44,2.32,2.51
4/5/19,2.44,2.31,2.5
4/8/19,2.43,2.33,2.52
4/9/19,2.42,2.31,2.51
4/10/19,2.43,2.28,2.48
4/11/19,2.43,2.31,2.51
4/12/19,2.44,2.38,2.56
4/15/19,2.43,2.37,2.55
4/16/19,2.43,2.41,2.6
4/17/19,2.44,2.4,2.59
4/18/19,2.42,2.38,2.57
4/22/19,2.44,2.39,2.59
4/23/19,2.45,2.36,2.57
4/24/19,2.44,2.32,2.53
4/25/19,2.43,2.33,2.54
4/26/19,2.42,2.29,2.51
4/29/19,2.44,2.32,2.54
4/30/19,2.43,2.28,2.51
5/1/19,2.43,2.31,2.52
5/2/19,2.47,2.34,2.55
5/3/19,2.43,2.33,2.54
5/6/19,2.44,2.3,2.51
5/7/19,2.43,2.25,2.45
5/8/19,2.43,2.28,2.49
5/9/19,2.43,2.25,2.45
5/10/19,2.43,2.26,2.47
5/13/19,2.41,2.18,2.4
5/14/19,2.41,2.2,2.42
5/15/19,2.42,2.15,2.37
5/16/19,2.4,2.18,2.4
5/17/19,2.39,2.17,2.39
5/20/19,2.39,2.21,2.41
5/21/19,2.39,2.23,2.43
5/22/19,2.38,2.19,2.39
5/23/19,2.37,2.11,2.31
5/24/19,2.35,2.12,2.32
5/28/19,2.37,2.06,2.26
5/29/19,2.37,2.05,2.25
5/30/19,2.38,2.03,2.22
5/31/19,2.35,1.93,2.14
6/3/19,2.35,1.83,2.07
6/4/19,2.35,1.89,2.12
6/5/19,2.35,1.86,2.12
6/6/19,2.33,1.88,2.12
6/7/19,2.28,1.85,2.09
6/10/19,2.29,1.91,2.15
6/11/19,2.27,1.92,2.15
6/12/19,2.24,1.88,2.13
6/13/19,2.19,1.84,2.1
6/14/19,2.2,1.85,2.09
6/17/19,2.23,1.85,2.09
6/18/19,2.22,1.83,2.06
6/19/19,2.18,1.77,2.03
6/20/19,2.14,1.74,2.01
6/21/19,2.11,1.8,2.07
6/24/19,2.13,1.75,2.02
6/25/19,2.12,1.73,2
6/26/19,2.15,1.8,2.05
6/27/19,2.14,1.76,2.01
6/28/19,2.12,1.76,2
7/1/19,2.21,1.79,2.03
7/2/19,2.2,1.75,1.98
7/3/19,2.21,1.74,1.96
7/5/19,2.23,1.84,2.04
7/8/19,2.26,1.86,2.05
7/9/19,2.26,1.88,2.07
7/10/19,2.2,1.82,2.07
7/11/19,2.17,1.88,2.13
7/12/19,2.14,1.86,2.12
7/15/19,2.16,1.84,2.09
7/16/19,2.15,1.88,2.13
7/17/19,2.14,1.83,2.06
7/18/19,2.05,1.78,2.04
7/19/19,2.06,1.8,2.05
7/22/19,2.09,1.8,2.05
7/23/19,2.06,1.83,2.08
7/24/19,2.1,1.82,2.05
7/25/19,2.1,1.85,2.08
7/26/19,2.12,1.85,2.08
7/29/19,2.12,1.84,2.06
7/30/19,2.08,1.84,2.06
7/31/19,2.08,1.84,2.02
8/1/19,2.07,1.68,1.9
8/2/19,2.06,1.66,1.86
8/5/19,2.05,1.55,1.75
8/6/19,2.05,1.53,1.73
8/7/19,2.02,1.52,1.71
8/8/19,2.02,1.54,1.72
8/9/19,2,1.57,1.74
8/12/19,2,1.49,1.65
8/13/19,2,1.57,1.68
8/14/19,1.96,1.51,1.59
8/15/19,1.91,1.42,1.52
8/16/19,1.87,1.42,1.55
8/19/19,1.94,1.47,1.6
8/20/19,1.94,1.42,1.55
8/21/19,1.97,1.47,1.59
8/22/19,2,1.5,1.62
8/23/19,1.97,1.4,1.52
8/26/19,2.01,1.43,1.54
8/27/19,1.98,1.4,1.49
8/28/19,1.99,1.37,1.47
8/29/19,1.99,1.4,1.5
8/30/19,1.99,1.39,1.5
9/3/19,1.98,1.35,1.47
9/4/19,1.97,1.32,1.47
9/5/19,1.97,1.43,1.57
9/6/19,1.96,1.42,1.55
9/9/19,1.96,1.49,1.63
9/10/19,1.95,1.58,1.72
9/11/19,1.96,1.6,1.75
9/12/19,1.95,1.65,1.79
9/13/19,1.96,1.75,1.9
9/16/19,1.99,1.69,1.84
9/17/19,1.99,1.66,1.81
9/18/19,1.95,1.68,1.8
9/19/19,1.93,1.66,1.79
9/20/19,1.91,1.61,1.74
9/23/19,1.94,1.59,1.72
9/24/19,1.92,1.52,1.64
9/25/19,1.89,1.6,1.73
9/26/19,1.83,1.59,1.7
9/27/19,1.8,1.56,1.69
9/30/19,1.88,1.55,1.68
10/1/19,1.82,1.51,1.65
10/2/19,1.79,1.43,1.6
10/3/19,1.7,1.34,1.54
10/4/19,1.71,1.34,1.52
10/7/19,1.75,1.38,1.56
10/8/19,1.72,1.36,1.54
10/9/19,1.69,1.4,1.59
10/10/19,1.68,1.48,1.67
10/11/19,1.68,1.59,1.76
10/15/19,1.67,1.59,1.77
10/16/19,1.66,1.57,1.75
10/17/19,1.66,1.57,1.76
10/18/19,1.66,1.56,1.76
10/21/19,1.67,1.61,1.8
10/22/19,1.65,1.6,1.78
10/23/19,1.65,1.58,1.77
10/24/19,1.67,1.58,1.77
10/25/19,1.66,1.62,1.8
10/28/19,1.65,1.66,1.85
10/29/19,1.63,1.66,1.84
10/30/19,1.62,1.61,1.78
10/31/19,1.54,1.51,1.69
11/1/19,1.52,1.55,1.73
11/4/19,1.53,1.6,1.79
11/5/19,1.56,1.66,1.86
11/6/19,1.56,1.63,1.81
11/7/19,1.56,1.74,1.92
11/8/19,1.55,1.74,1.94
11/12/19,1.59,1.73,1.92
11/13/19,1.57,1.69,1.88
11/14/19,1.57,1.63,1.82
11/15/19,1.57,1.65,1.84
11/18/19,1.57,1.63,1.81
11/19/19,1.57,1.63,1.79
11/20/19,1.57,1.58,1.73
11/21/19,1.58,1.62,1.77
11/22/19,1.58,1.62,1.77
11/25/19,1.61,1.62,1.76
11/26/19,1.6,1.58,1.74
11/27/19,1.62,1.63,1.77
